1-> 39.8981183, 116.273135
39.8937833, 116.2680449
39.8938816, 116.2680449
39.8939766, 116.2680449
39.8940733, 116.2680449
39.8941683, 116.2680466
39.8942616, 116.2680466
39.8943533, 116.2680466
39.8945266, 116.2680466
39.8946982, 116.2680449
39.89487, 116.2680499
39.895025, 116.2680399
39.8951666, 116.2680399
39.8953, 116.2680416
39.8954283, 116.2680433
39.8955466, 116.2680483
39.8956616, 116.2680499
39.8956916, 116.2681366
39.8957632, 116.2680749
39.8958699, 116.2680416
39.8959816, 116.2680566
39.8961016, 116.2680583
39.8962433, 116.2680566
39.8963599, 116.268055
39.8964816, 116.2680516
39.8965999, 116.2680499
39.896715, 116.2680499
39.8968166, 116.2680499
39.8969066, 116.2680499
39.8970283, 116.2680516
39.8971183, 116.2680499
39.8972433, 116.2680499
39.8973783, 116.2680483
39.8975266, 116.2680483
39.897685, 116.2680466
39.8978449, 116.2680483
39.8980116, 116.2680483
39.8981799, 116.2680499
39.8983399, 116.2680516
39.8984933, 116.2680533
39.8986416, 116.2680516
39.8987833, 116.2680516
39.8989133, 116.2680516
39.8990433, 116.2680499
39.8991783, 116.2680499
39.8993233, 116.2680483
39.8994716, 116.2680466
39.8996083, 116.2680499
39.8997399, 116.268055
39.8998649, 116.2680583
39.899985, 116.2680616
39.9001033, 116.2680633
39.9002149, 116.2680633
39.9003216, 116.2680649
39.90042, 116.2680649
39.900515, 116.2680633
39.9006116, 116.2680599
39.9007183, 116.2680616
39.9008216, 116.2680616
39.9009366, 116.2680633
39.9010716, 116.2680666
39.9012316, 116.2680683
39.9013899, 116.2680666
39.9015483, 116.2680649
39.9016933, 116.2680649
39.9018266, 116.2680666
39.9019649, 116.2680666
39.9021033, 116.2680666
39.9022466, 116.2680683
39.9023883, 116.26807
39.9025316, 116.2680683
39.9024266, 116.2679033
39.9022416, 116.2679033
39.9020616, 116.2679033
39.9018833, 116.2679049
39.901705, 116.2679066
39.901525, 116.2679066
39.9013433, 116.2679066
39.9011666, 116.2679083
39.9009949, 116.2679116
39.9008299, 116.2679133
39.9006633, 116.2679133
39.9004949, 116.2679133
39.9003266, 116.2679116
39.9001599, 116.2679099
39.8999966, 116.2679083
39.8998349, 116.2679066
39.899675, 116.2679066
