40.013308, 116.296623, 2009-02-09, 21:54:31
39.977401, 116.301615, 2009-02-11, 02:49:42
39.981909, 116.326362, 2009-02-11, 07:02:32
39.990477, 116.329902, 2009-02-11, 12:05:23
40.013493, 116.296441, 2009-02-11, 13:00:18
39.991455, 116.318855, 2009-02-12, 02:22:28
39.981879, 116.314539, 2009-02-12, 14:22:49
40.013497, 116.296438, 2009-02-14, 04:09:22
40.013286, 116.296666, 2009-02-14, 05:30:12
39.990141, 116.33069, 2009-02-14, 10:11:47
40.013462, 116.296476, 2009-02-14, 13:56:18
40.015778, 116.306154, 2009-02-15, 06:17:18
39.990762, 116.330769, 2009-02-15, 10:00:59
39.98188, 116.326519, 2009-02-16, 01:35:48
39.981964, 116.309098, 2009-02-16, 02:42:53
39.972895, 116.333335, 2009-02-16, 06:32:51
40.013473, 116.296475, 2009-02-16, 13:41:41
39.981602, 116.326441, 2009-02-18, 07:00:15
40.01349, 116.296483, 2009-02-18, 14:03:13
39.982559, 116.328477, 2009-02-19, 02:31:30
39.97259, 116.342843, 2009-02-19, 03:15:25
39.974448, 116.343132, 2009-02-19, 03:56:45
39.982592, 116.327211, 2009-02-19, 07:06:18
40.013463, 116.296476, 2009-02-19, 14:12:13
39.997106, 116.291166, 2009-02-20, 01:43:54
39.98184, 116.32649, 2009-02-20, 06:53:11
40.030228, 116.36002, 2009-02-22, 05:26:04
40.030409, 116.360024, 2009-02-22, 05:49:59
40.030283, 116.359991, 2009-02-22, 06:24:14
40.030114, 116.359989, 2009-02-22, 07:08:54
40.030361, 116.360036, 2009-02-22, 08:13:49
40.01334, 116.296838, 2009-02-22, 09:18:54
39.990557, 116.3304, 2009-02-22, 12:39:44
39.990564, 116.330357, 2009-02-22, 13:09:34
39.99049, 116.330338, 2009-02-22, 13:28:59
39.968218, 116.300839, 2009-02-23, 02:16:19
39.99036, 116.330027, 2009-02-24, 13:46:43
40.013475, 116.296466, 2009-02-24, 14:56:06
39.974306, 116.343145, 2009-02-25, 01:44:25
39.973752, 116.343054, 2009-02-25, 02:37:45
39.982142, 116.326529, 2009-02-25, 06:57:00
39.981348, 116.321304, 2009-02-26, 01:14:11
39.968334, 116.300476, 2009-02-26, 02:05:41
39.978101, 116.300396, 2009-02-26, 03:20:26
39.981485, 116.321287, 2009-02-26, 08:06:36
39.981329, 116.320851, 2009-02-26, 08:28:21
39.981622, 116.320983, 2009-02-26, 09:07:11
39.981795, 116.321404, 2009-02-26, 10:26:14
39.990454, 116.329978, 2009-02-26, 11:30:36
39.990649, 116.329997, 2009-02-26, 12:07:41
39.990522, 116.330325, 2009-02-26, 13:32:51
39.990315, 116.330232, 2009-02-27, 13:32:43
40.013469, 116.296479, 2009-02-27, 14:01:26
39.980965, 116.310431, 2009-02-28, 04:56:17
40.014952, 116.303067, 2009-02-28, 08:28:32
40.013283, 116.296784, 2009-02-28, 09:28:32
39.99075, 116.329951, 2009-02-28, 10:20:42
39.990518, 116.329772, 2009-02-28, 11:04:52
39.990489, 116.330278, 2009-02-28, 12:21:12
39.990434, 116.330266, 2009-02-28, 13:25:17
40.013476, 116.296454, 2009-02-28, 13:59:40
40.013334, 116.296625, 2009-02-28, 23:29:32
40.030424, 116.362524, 2009-03-01, 01:41:57
40.030437, 116.362394, 2009-03-01, 02:29:52
40.030277, 116.362162, 2009-03-01, 03:23:17
40.030384, 116.360053, 2009-03-01, 04:34:47
40.030289, 116.360131, 2009-03-01, 06:02:17
39.968208, 116.300173, 2009-03-01, 07:28:57
39.981814, 116.318011, 2009-03-01, 08:49:10
39.968283, 116.300512, 2009-03-01, 09:22:22
39.990605, 116.330548, 2009-03-01, 10:12:57
39.990568, 116.329902, 2009-03-01, 11:23:42
39.990384, 116.330441, 2009-03-01, 12:44:27
40.013314, 116.297171, 2009-03-01, 14:19:57
39.98197, 116.326501, 2009-03-02, 01:11:05
39.974695, 116.343297, 2009-03-02, 02:02:55
39.974561, 116.34319, 2009-03-02, 02:46:18
39.976687, 116.327702, 2009-03-02, 07:29:40
39.981155, 116.321987, 2009-03-02, 08:07:25
39.981314, 116.321133, 2009-03-03, 01:00:41
39.981948, 116.321199, 2009-03-03, 10:53:51
39.990607, 116.330104, 2009-03-03, 11:33:21
39.990415, 116.330146, 2009-03-03, 12:23:01
39.990256, 116.330019, 2009-03-03, 13:30:06
39.982002, 116.321139, 2009-03-03, 22:26:58
39.981952, 116.321437, 2009-03-03, 23:11:21
39.981353, 116.321349, 2009-03-04, 00:41:23
39.974083, 116.342665, 2009-03-04, 01:22:03
39.974544, 116.34308, 2009-03-04, 02:46:48
39.977847, 116.300835, 2009-03-04, 05:57:33
39.981765, 116.326319, 2009-03-04, 07:05:28
39.981919, 116.321386, 2009-03-04, 23:08:07
39.978031, 116.300848, 2009-03-05, 05:57:22
39.981779, 116.32631, 2009-03-05, 06:54:12
40.013473, 116.296477, 2009-03-05, 13:51:00
39.981822, 116.32146, 2009-03-05, 23:05:44
39.974573, 116.343141, 2009-03-06, 01:46:24
39.97474, 116.343089, 2009-03-06, 02:27:04
39.990232, 116.329916, 2009-03-06, 13:13:59
39.93786, 116.306964, 2009-03-07, 08:14:26
39.990321, 116.330379, 2009-03-07, 12:30:21
39.990334, 116.330094, 2009-03-07, 13:02:16
39.990481, 116.329883, 2009-03-07, 13:45:56
40.030317, 116.360342, 2009-03-08, 04:53:05
39.981501, 116.321151, 2009-03-08, 22:45:51
39.981698, 116.321343, 2009-03-08, 23:14:54
39.974593, 116.343217, 2009-03-09, 02:17:51
39.974422, 116.342795, 2009-03-09, 02:56:11
39.974257, 116.331742, 2009-03-09, 07:20:56
39.977854, 116.300879, 2009-03-10, 05:55:01
39.981877, 116.326336, 2009-03-10, 07:17:41
39.981828, 116.326342, 2009-03-11, 06:53:06
39.981362, 116.321114, 2009-03-12, 02:35:00
40.013336, 116.296608, 2009-03-12, 21:52:23
39.977893, 116.300736, 2009-03-13, 05:58:33
39.981691, 116.326331, 2009-03-13, 07:02:28
40.013325, 116.297374, 2009-03-13, 23:34:37
39.981844, 116.321103, 2009-03-14, 02:27:42
39.981883, 116.321423, 2009-03-14, 03:49:52
40.013317, 116.29664, 2009-03-15, 01:19:25
40.030277, 116.360301, 2009-03-15, 05:37:50
39.990557, 116.330144, 2009-03-15, 13:31:10
40.013356, 116.296811, 2009-03-15, 22:00:00
39.978085, 116.300698, 2009-03-16, 03:37:25
39.977991, 116.300609, 2009-03-16, 04:42:15
39.977739, 116.300827, 2009-03-16, 06:00:20
39.9737, 116.331703, 2009-03-16, 06:53:43
39.981607, 116.321193, 2009-03-16, 23:02:03
39.977903, 116.300642, 2009-03-17, 05:46:28
39.981853, 116.326286, 2009-03-17, 06:57:08
40.013493, 116.296477, 2009-03-17, 14:44:56
39.98162, 116.321183, 2009-03-17, 22:49:56
39.981245, 116.321317, 2009-03-17, 23:53:16
39.981267, 116.321179, 2009-03-18, 00:49:36
39.974291, 116.343204, 2009-03-18, 01:33:11
39.974244, 116.342917, 2009-03-18, 02:39:06
